Название,ID,Детальная картинка,Детальное описание,Минимальная цена,Рейтинг
Электронасос К75.3780.21.02 24 В D-18мм евроразъем (два провода),13869,,Электронасос К75.3780.21.02 24 В D-18мм евроразъем (два провода),1590,
Электронасос К75.3780-02 24 В D-18мм (два провода),13870,,Электронасос К75.3780-02 24 В D-18мм (два провода),1540,
электродвигатель с насосом НО 471 12 В 900 элара,13871,,электродвигатель с насосом НО 471 12 В 900 элара,1040,
Электродвигатель 15.8106.000-15 (24В) 495.3730,13872,,Электродвигатель 15.8106.000-15 (24В) 495.3730,1620,
"Электродвигатель 141.8106.000,144.с -10по-60 24В 8901,3730",13873,,"Электродвигатель 141.8106.000,144.с -10по-60 24В 8901,3730",1900,
Электродвигатель 141.8106.000-01(24В) 493.3730,13874,,Электродвигатель 141.8106.000-01(24В) 493.3730,1440,
Электрод запальный на все виды подогревателей 37.3707.000,13875,,Электрод запальный на все виды подогревателей 37.3707.000,140,
"Эл.подогреватель(3,0 кВт) универсальный, со встроен. насосом",13876,,"Эл.подогреватель(3,0 кВт) универсальный, со встроен. насосом",3970,
"Эл.подогреватель(2,5 кВт) универсальный грз. и спецтехника",13877,,"Эл.подогреватель(2,5 кВт) универсальный грз. и спецтехника",3280,
"Эл.подогреватель(2 кВт,Альянс) универсальный",13878,,"Эл.подогреватель(2 кВт,Альянс) универсальный",2070,
"Эл.подогреватель(1,5 кВт,Альянс) универсальный со встроен. насосом Старт -Турбо",13879,,"Эл.подогреватель(1,5 кВт,Альянс) универсальный со встроен. насосом Старт -Турбо",2504,3.3
"Эл.подогреватель(1,5 кВт,Альянс) унив.со встроен. насосом СПУТНИК NEXT",13880,,"Эл.подогреватель(1,5 кВт,Альянс) унив.со встроен. насосом СПУТНИК NEXT",2190,
"Эл.подогреватель(1,5 кВт СтартТурбо) универсальный со встр насосом",13881,,"Эл.подогреватель(1,5 кВт СтартТурбо) универсальный со встр насосом",2070,
"Эл.подогреватель(1,5 кВт Альянс) универсальный",13882,,"Эл.подогреватель(1,5 кВт Альянс) универсальный",1391,3.35
Эл.подогреватель универсальный СПУТНИК-Турбо (3 кВт) со встроенным насосом для двиг. ЯМЗ,13883,,Эл.подогреватель универсальный СПУТНИК-Турбо (3 кВт) со встроенным насосом для двиг. ЯМЗ,4238,
"Эл.подогреватель универсальный 1,5 под бампер",13884,,"Эл.подогреватель универсальный 1,5 под бампер",1730,
Эл.подогреватель УАЗ карб. двиг),13885,,Эл.подогреватель УАЗ карб. двиг),1730,
Эл.подогреватель УАЗ карб. двиг( Спутник),13886,,Эл.подогреватель УАЗ карб. двиг Спутник,1500,
Эл.подогреватель УАЗ HUNTER(инж. двиг),13887,,Эл.подогреватель УАЗ HUNTER(инж. двиг),1730,
Эл.подогреватель Нива - Шевроле,13888,,Эл.подогреватель Нива - Шевроле,1730,
"Эл.подогреватель МАЗ, Урал (3,0 кВт) нов.обр. Альянс",13889,,"Эл.подогреватель МАЗ, Урал (3,0 кВт) нов.обр. Альянс",3110,
"Эл.подогреватель МАЗ (3кВт,Старт-М)",13890,,"Эл.подогреватель МАЗ (3кВт,Старт-М)",2782,3.3
Эл.подогреватель МАЗ (3 кВт.) Спутник,13891,,Эл.подогреватель МАЗ (3 кВт.) Спутник,2889,3.3
"Эл.подогреватель 2,5 кВт для а/м Камского автозавода с двиг. Cummins (Старт М)",13892,,"Эл.подогреватель 2,5 кВт для а/м Камского автозавода с двиг. Cummins (Старт М)",2782,3.3
Электроподогреватель (3 кВт) для автомобилей Камского автомобильного завода (Старт),13893,,"Электроподогреватель для автомобилей Камского автомобильного завода 3,0 кВт (Старт)",2782,3.3
Эл.подогреватель 3 кВт а/м Камского автозавода (Спутник),13894,,Эл.подогреватель 3 кВт а/м Камского автозавода (Спутник),2836,3.3
Электроподогреватель для а/м Камского автозавода (220 В/3 кВт) (Альянс),13895,,Электроподогреватель для а/м Камского автозавода (220 В/3 кВт),2880,
"Эл.подогреватель ЗИЛ-130 (2 кВт,Альянс)",13896,,"Эл.подогреватель ЗИЛ-130 (2 кВт,Альянс)",1900,
Эл.подогреватель ЗИЛ-130 (2 кВт),13897,,Эл.подогреватель ЗИЛ-130 (2 кВт),1730,
Эл.подогреватель Газель Бизнес,13898,,Эл.подогреватель Газель Бизнес,1730,
"Эл.подогреватель ГАЗ-53, ГАЗ, КАВЗ (2 кВт)",13899,,"Эл.подогреватель ГАЗ-53, ГАЗ, КАВЗ (2 кВт)",1900,
Эл.подогреватель ГАЗ Крайслер,13900,,Эл.подогреватель ГАЗ Крайслер,1730,
"Электроподогреватель (1,5 кВт) ГАЗ с двиг. 4216 Евро-3 (Альянс)",13901,,"Электроподогреватель (1,5 кВт) ГАЗ с двигателем 4216 Евро-3 Бренд: Альянс",1540,
"Эл.подогреватель ГАЗ 406 дв.Старт- М (1,5кВт,Альянс)",13902,,"Эл.подогреватель ГАЗ 406 дв.Старт- М (1,5кВт,Альянс)",1730,
"Эл.подогреватель ГАЗ 406/405 дв. (1,5 кВт, Альянс)",13903,,"Эл.подогреватель ГАЗ 406/405 дв. (1,5 кВт, Альянс)",1498,3.3
"Эл.подогреватель ГАЗ 405 дв.Евро 3 (1,5кВт))",13904,,"Эл.подогреватель ГАЗ 405 дв.Евро 3 (1,5кВт))",1500,
"Эл.подогреватель ГАЗ 405 дв.Евро 3 (1,5кВт,Альянс)",13905,,"Эл.подогреватель ГАЗ 405 дв.Евро 3 (1,5кВт,Альянс)",1730,
"Эл.подогреватель ГАЗ 402 дв. Старт -М (1,5кВт,)",13906,,"Эл.подогреватель ГАЗ 402 дв. Старт -М (1,5кВт,)",1730,
"Эл.подогреватель ГАЗ 402 дв. (1,5кВт,Альянс)",13907,,"Эл.подогреватель ГАЗ 402 дв. (1,5кВт,Альянс)",1498,3.3
Эл.подогреватель ВАЗ 2110 16 кл (Альянс),13908,,Эл.подогреватель ВАЗ 2110 16 кл (Альянс),1730,
"Эл.подогреватель ВАЗ 2108 -2110 8-кл. инж1,5 кВ(Альянс)",13909,,"Эл.подогреватель ВАЗ 2108 -2110 8-кл. инж1,5 кВ(Альянс)",1730,
Эл.подогреватель ВАЗ 2108 карб( Альянс),13910,,Эл.подогреватель ВАЗ 2108 карб( Альянс),1730,
"Эл.подогреватель ВАЗ 2101-07 1,5кВт,Альянс)",13911,,"Эл.подогреватель ВАЗ 2101-07 1,5кВт,Альянс)",1730,
"Эл.подогреватель Бычок, (2 кВт Альянс)",13912,,"Эл.подогреватель Бычок, (2 кВт Альянс)",1730,
"Эл.подогреватель Бычок,2кВт ( СТАРТ-М)",13913,,"Эл.подогреватель Бычок,2кВт ( СТАРТ-М)",1900,
Штуцер трубки топливной ПЖД-30,13914,,Штуцер трубки топливной ПЖД-30,30,
"Форсунка 4,5кг/ч 144.8106 217.1112-020-01",13915,,"Форсунка 4,5кг/ч 144.8106 217.1112-020-01",580,
"Форсунка 3,5кг/ч 141.8106 213.1112-020-01",13916,,"Форсунка 3,5кг/ч 141.8106 213.1112-020-01",1460,
Форсунка 2.5кг/ч 141.8106 21.1112-020-10,13917,,Форсунка 2.5кг/ч 141.8106 21.1112-020-10,1460,
"Форсунка 1,25кг/ч 15.8106-03 (212.1112.020-10)",13918,,"Форсунка 1,25кг/ч 15.8106-03 (212.1112.020-10)",1410,
Тумблер ПЖД 600 (3 конт) ППН-45,13919,,Тумблер ПЖД 600 (3 конт) ППН-45,300,
Топливный насос 15.8106-03 151.8106 181.1106.010,13920,,Топливный насос 15.8106-03 151.8106 181.1106.010,5410,
Топливный насос 141.8106 18.1106.010,13921,,Топливный насос 141.8106 18.1106.010,5030,
"Топливный насос ТН9(7)-6,8-24 в. сб. 3645 аналог сб 1756, 2192",13922,,"Топливный насос ТН9(7)-6,8-24 в. сб. 3645 аналог сб 1756, 2192",2010,
"Топливный насос ТН7-6,8-12 в. сб.",13923,,"Топливный насос ТН7-6,8-12 в. сб.",2510,
"Термопредохранитель 19.3722 (ПЖД 12,8 )",13924,,"Термопредохранитель 19.3722 (ПЖД 12,8 )",350,
Термопредохранитель 193.3722 (427.3828) ТУ37. 0031113-82,13925,,Термопредохранитель 193.3722 (427.3828) ТУ37. 0031113-82,420,
Термопредохранитель 19.3722 ТУ37. 0031113-82,13926,,Термопредохранитель 19.3722 ТУ37. 0031113-82,410,
Сетка планар 4Д сб. 869,13929,,Сетка планар 4Д сб. 869,110,
Свеча СН-04-11,13930,,Свеча СН-04-11,1200,
"Свеча планар 4Д,8Д 24/12 сб. 886 (3333)",13931,,"Свеча планар 4Д,8Д 24/12 сб. 886 (3333)",2194,3.3
Свеча накаливания спиральная ПЖД600-1015800-А2 (ПЖД 600),13932,,Свеча накаливания спиральная ПЖД600-1015800-А2 (ПЖД 600),1130,
Свеча накаливания на прамотроник 4Д24 30.8101.120,13933,,Свеча накаливания на прамотроник 4Д24 30.8101.120,1820,
Свеча 14ТС-10 и 8ДМ сб. 3000 аналог (сб. 165),13934,,Свеча 14ТС-10 и 8ДМ сб. 3000 (сб. 165),2266,3.3
Пульт управления ПУ-4МР 14ТС-10 сб. 1770,13936,,Пульт управления ПУ-4МР 14ТС-10 сб. 1770,1730,
Пульт управления планар 4ДМ2 н/о сб. 2051(ПУ-10М),13937,,Пульт управления планар 4ДМ2 н/о сб. 2051(ПУ-10М),1880,
Пульт управления планар 4Д24 сб. 803-01,13938,,Пульт управления планар 4Д24 сб. 803-01,1750,
Пульт управления 15.8106-15 27.3854,13939,,Пульт управления 15.8106-15 27.3854,2260,
Пульт управления прамотроник 4Д24 30.8101.400/1,13940,,Пульт управления прамотроник 4Д24 30.8101.400/1,2600,
Пульт управл. к ПЖД 30 (УРАЛ штатный) (1100),13941,,Пульт управл. к ПЖД 30 (УРАЛ штатный) (1100),1270,
Прокладка нагнетателя на Прамотроник П30.8101.107,13942,,Прокладка нагнетателя на Прамотроник П30.8101.107,70,
Предохранитель для пульта управ. ПЖД 600,13943,,Предохранитель для пульта управ. ПЖД 600,0,
ПЖД 8Г-1015210 нагнетатель возд. НВ-1-24,13944,,ПЖД 8Г-1015210 нагнетатель возд. НВ-1-24,13840,
ПЖД600И-1015160-01 трубка топливная,13945,,ПЖД600И-1015160-01 трубка топливная,0,
ПЖД600И-1015011 теплообменник,13946,,ПЖД600И-1015011 теплообменник,16220,
ПЖД600Е-1015234 сальник нагнетателя,13947,,ПЖД600Е-1015234 сальник нагнетателя,70,
ПЖД600Е-1015227-10 воротник пылезащитный,13948,,ПЖД600Е-1015227-10 воротник пылезащитный,20,
ПЖД600Е-1015200-20 насосный агрегат,13949,,ПЖД600Е-1015200-20 насосный агрегат,28060,
ПЖД600-1015616 фильтр,13950,,ПЖД600-1015616 фильтр,160,
ПЖД600-1015616 сальник нагнетателя,13951,,ПЖД600-1015616 сальник нагнетателя,60,
ПЖД600-1015610 форсунка,13952,,ПЖД600-1015610 форсунка,0,
ПЖД600-1015505-09 корпус клапана (без свечи под. топлива) 650,13953,,ПЖД600-1015505-09 корпус клапана (без свечи под. топлива) 650,750,
ПЖД600-1015251-10 насос топливный,13954,,ПЖД600-1015251-10 насос топливный,3050,
ПЖД 44Ш-1015006 Подогреватель,13955,,ПЖД 44Ш-1015006 Подогреватель,64001,
ПЖД30-1015200-03 Насосный агрегат,13956,,ПЖД30-1015200-03 Насосный агрегат,0,
ПЖД30Ж-1015006-21(Б/ЗИП) (Урал с двиг ЯМЗ),13957,,ПЖД30Ж-1015006-21(Б/ЗИП) (Урал с двиг ЯМЗ),0,
ПЖД30Г-1015210 Нагнетатель,13958,,ПЖД30Г-1015210 Нагнетатель,18400,
ПЖД30-1015610-10 форсунка,13959,,ПЖД30-1015610-10 форсунка ( без фильтров),460,
ПЖД30-1015505-04 корпус клапана,13960,,ПЖД30-1015505-04 корпус клапана,900,
ПЖД30-1015269 Муфта,13961,,ПЖД30-1015269 Муфта,0,
ПЖД30-1015265 Полумуфта,13962,,ПЖД30-1015265 Полумуфта,120,
ПЖД30-1015264 Переходник 156,13963,,ПЖД30-1015264 Переходник 156,180,
ПЖД30-1015258 сальник,13964,,ПЖД30-1015258 сальник,60,
ПЖД30-1015256 сальник насоса топ. 22мм,13965,,ПЖД30-1015256 сальник насоса топ. 22мм,60,
ПЖД30-1015251-04 сальник к насосу (Ярославль) 15мм,13966,,ПЖД30-1015251-04 сальник к насосу (Ярославль) 15мм,60,
ПЖД30-1015240 сальник нагнетателя (30 мм),13967,,ПЖД30-1015240 сальник нагнетателя (30 мм),150,
ПЖД 12Б-1015012 Теплообменник,13968,,ПЖД 12Б-1015012 Теплообменник,6300,
ПЖД 12Б-1015012 нагнетатель воздуха (НВ-1-24-1),13969,,ПЖД 12Б-1015012 нагнетатель воздуха (НВ-1-24-1),12230,
ПЖД 12А-1015700 монтажный комплект,13970,,ПЖД 12А-1015700 монтажный комплект,0,
ПЖД 301015610-19 Форсунка ПЖД 600,13973,,ПЖД 301015610-19 Форсунка ПЖД 600,810,
ПЖД600 ЗИП ПЖД600-1015980 (ШААЗ),13975,,ПЖД600 ЗИП ПЖД600-1015980,4314,
ПЖД600 -1015410-10 Пульт управления (ПЖД 600-02),13976,,ПЖД600 -1015410-10 Пульт управления (ПЖД 600-02),3490,
ПЖД 44Ш -1015006-30 Подогреватель,13977,,ПЖД 44Ш -1015006-30 Подогреватель,57290,
ПЖД 44Ш -1015006 Подогреватель,13978,,ПЖД 44Ш -1015006 Подогреватель,57290,
ПЖД 44Ш - Насосный агрегат,13979,,ПЖД 44Ш - Насосный агрегат,22500,3.2
ПЖД 44Ш - Котел Подогревателя,13980,,ПЖД 44Ш - Котел Подогревателя,36160,
ПЖД 44Ш - 1015410 Щиток управления,13981,,ПЖД 44Ш - 1015410 Щиток управления,0,
ПЖД 30Л-1015010 Котел подогревателя,13982,,ПЖД 30Л-1015010 Котел подогревателя,21070,
ПЖД 30Ж-1015006-90 Подогреватель жидкостный для а/м Камского автозавода (ШААЗ),13984,,ПЖД 30Ж-1015006-90 Подогреватель жидкостный для а/м Камского автозавода (ШААЗ),35760,
ПЖД 30-1015500-09 клапан эл ЭМКТ (ПЖД 600 И ),13990,,ПЖД 30-1015500-09 клапан эл ЭМКТ (ПЖД 600 И ),6270,
ПЖД 30-1015500-04 ПЕКАР клапан эл ЭМКТ 24 (ПЖД 30),13991,,ПЖД 30-1015500-04 ПЕКАР клапан эл ЭМКТ 24 (ПЖД 30),3680,
ПЖД 30 бак топливный,13994,,ПЖД 30 бак топливный,1380,
ПЖД 24-1015006-30,13996,,ПЖД 24-1015006-30,49370,
ПЖД 14Б-1015006 13/5 кВт. 24В,13997,,ПЖД 14Б-1015006 13/5 кВт. 24В,25020,
"ПЖД 14-1015006-10 дизель, 12/5 кВт, 24В (ШААЗ)",13998,,"ПЖД 14-1015006-10 дизель, 12/5 кВт, 24В Подогреватель предназначены для предпускового разогрева и автоматического поддержания теплового режима двигателей с жидкостным охлаждением, а также для отопления салона (кабины) автотранспортного средства и устранения обледенения стекол Теплопроизводительность полный реж. / частичный реж., кВт (ккал/ч) 13 (11180) / 5 (4300) Номинальное напряжение, В 24 Потребляемая мощность с жидкостным насосом, Вт 70 / 50 Расход топлива, кг/ч (л/ч) 1,5 (1,9) / 0,7 (0,9) Ток, потребляемый свечой, А 11 Система управления Автомат Топливо дизельное Габаритные размеры, мм (д*ш*в) 422х166х240 Масса, кг , не более 14 Монтажный комплект нет Комплектация отдельный монтажный комплект Применяемость КАМАЗ (устанавливается взамен Теплостар 14-ТС10)",25096,
Монтажный компл. к ПЖД12М,13999,,Монтажный компл. к ПЖД12М,9100,
ПЖД 12Б-1015700 Монтажный комплект (ШААЗ),14001,,ПЖД 12Б-1015700 Монтажный комплект,8850,
ПЖД 12Б-1015100 горелка (ШААЗ),14002,,ПЖД 12Б-1015100 горелка,4392,
ПЖД 12Б Жаровая труба( 100 мм) (1100),14005,,ПЖД 12Б Жаровая труба( 100 мм) (1100),1270,
Нагнетатель воздуха планар 4ДМ2-24 сб. 2044,14015,,Нагнетатель воздуха планар 4ДМ2-24 сб. 2044,6330,
Нагнетатель воздуха планар 44Д-24 24В сб. 1881,14016,,Нагнетатель воздуха планар 44Д-24 24В сб. 1881,6960,
Нагнетатель воздуха планар 44Д-12 12В сб. 1911,14017,,Нагнетатель воздуха планар 44Д-12 12В сб. 1911,6960,
Нагнетатель воздуха 14С-10 24В сб. 187-01,14019,,Нагнетатель воздуха 14С-10 24В сб. 187-01,8250,
Нагнетатель воздуха 14С-10 12В сб. 253,14020,,Нагнетатель воздуха 14С-10 12В сб. 253,8280,
Нагнетатель воздуха 12В Планар 4Д12 сб. 858,14021,,Нагнетатель воздуха 12В Планар 4Д12 сб. 858,6450,
Нагнетатель возд. НВ-1-12-1 (на все пжд 12 в.),14022,,Нагнетатель возд. НВ-1-12-1 (на все пжд 12 в.),12460,
МЭ 252-У-ХЛ электр. двиг.,14023,,МЭ 252-У-ХЛ электр. двиг.,7800,
Комплект прокладок Планар- 4Д,14024,,Комплект прокладок Планар- 4Д,210,
Комплект ЗИП к ПЖД 44,14025,,Комплект ЗИП к ПЖД 44,4110,
Клапан электромагнитный 321017 ХД2 15.8106: 141.8106 и его модификации,14026,,Клапан электромагнитный 321017 ХД2 15.8106: 141.8106 и его модификации,1510,
Камера сгорания теплостар 14ТС-10сб. 238,14027,,Камера сгорания теплостар 14ТС-10сб. 238,4059,3.3
Камера сгорания Планар 4Д24 сб 812 АБВР 010.01.03.000,14028,,Камера сгорания Планар 4Д24 сб 812 АБВР 010.01.03.000,3200,
Камера сгорания планар 44Д-12/24 сб. 1503,14029,,Камера сгорания планар 44Д-12/24 сб. 1503,3310,
Камера сгорания на Прамотроник 4Д24 и 4Д12 30.8101.150,14030,,Камера сгорания на прамотроник 4Д24 и 4Д12 Заводское обозначение: 30.8101.150,4671,
Камера сгорания 15.8106.000 и 151.8106.000 и его модификации 15.8106.200-05,14031,,Камера сгорания 15.8106.000 и 151.8106.000 и его модификации 15.8106.200-05,3340,
Источник напряжения подогреватели после 2005 г. 24 В 15.8106-15 141.8106 ВИН УР-1 нов. обр.,14032,,Источник напряжения подогреватели после 2005 г. 24 В 15.8106-15 141.8106 ВИН УР-1 нов. обр.,2110,
Источник напряжения подогреватели 12В 151.8106 и его модификации ВИН УР-02 нов. обр.,14033,,Источник напряжения подогреватели 12В 151.8106 и его модификации ВИН УР-02 нов. обр.,1840,
Индикатор пламени прамотроник 4Д24 30.8101.180,14034,,Индикатор пламени прамотроник 4Д24 30.8101.180,460,
Индикатор пламени планар 4Д24 сб.817,14035,,Индикатор пламени планар 4Д24 сб.817,460,
Индикатор пламени планар 4Д АВЕРС сб. 167,14036,,Индикатор пламени планар 4Д АВЕРС сб. 167,460,
Индикатор пламени ИЮКТ 468.332.003 на ПЖД-12,14037,,Индикатор пламени ИЮКТ 468.332.003 на ПЖД-12,560,
"Индикатор пламени 222.3741 (ПЖД12, 15) 24В",14038,,"Индикатор пламени 222.3741 (ПЖД12, 15) 24В",640,
Индикатор пламени 22.3741 24В на все подогреватели,14039,,Индикатор пламени 22.3741 24В на все подогреватели,760,
Индикатор пламени 14ТС-10 сб. 1326 сб.18,14040,,Индикатор пламени 14ТС-10 сб. 1326 сб.18,460,
Индикатор пламени 14ТС-10 (термопара) сб. 1914,14041,,Индикатор пламени 14ТС-10 (термопара) сб. 1914,920,
Индикатор пламени (в корпусе) ИЮКТ 468.332.003 на ПЖД-12,14042,,Индикатор пламени (в корпусе) ИЮКТ 468.332.003 на ПЖД-12,560,
Завихритель 15.8106.230,14043,,Завихритель 15.8106.230,600,
Датчик температуры окружающей среды Прамотроник 4Д24 30.8101.500,14044,,Датчик температуры окружающей среды Прамотроник 4Д24 30.8101.500,600,
Датчик температуры на 15.8106-15 38.3828 (40.3828) 422,14045,,Датчик температуры на 15.8106-15 38.3828 (40.3828) 422,500,
Датчик температуры (68-75гр.) на 141.8106.000 и его модификац 142.3828,14046,,Датчик температуры (68-75гр.) на 141.8106.000 и его модификац 142.3828,490,
Датчик температуры (40гр.) 15.8106-03 и 15.8106-05 14.3828,14047,,Датчик температуры (40гр.) 15.8106-03 и 15.8106-05 14.3828,500,
Датчик температуры (48-70гр.) 15.8106-03 и 15.8106-05 144.3828.000,14048,,Датчик температуры (48-70гр.) 15.8106-03 и 15.8106-05 144.3828.000,500,
Датчик температуры (48-70гр.) 15.8106-03 и 15.8106-05 141.3828,14049,,Датчик температуры (48-70гр.) 15.8106-03 и 15.8106-05 141.3828,500,
"Датчик перегрева сб. 815 , 24 В",14050,,"Датчик перегрева сб. 815 , 24 В",520,
Датчик перегрева планар 4Д 55Н 12Т944 (Термостат),14051,,Датчик перегрева планар 4Д 55Н 12Т944 (Термостат),530,
Горелка ПЖД 30,14052,,Горелка ПЖД 30,1560,
Воздухозаборник Теплостар 14ТС 10 сб 207,14053,,Воздухозаборник Теплостар 14ТС 10 сб 207,290,
Вентилятор на 141.8106.000 и его модификации 14.8106.340,14054,,Вентилятор на 141.8106.000 и его модификации 14.8106.340,590,
Блок управления теплостар 14ТС-10 24 В сб. 287,14055,,Блок управления теплостар 14ТС-10 24 В сб. 287,6020,
Блок управления теплостар 14ТС-10 12В сб. 254,14056,,Блок управления теплостар 14ТС-10 12В сб. 254,5770,
Блок управления теплостар 14ТС 10 12В. н/о сб.1332,14058,,Блок управления теплостар 14ТС 10 12В. н/о сб.1332,4708,3.3
Блок управления подогревателем Прамотроник 4Д24 30.8101.200,14059,,Блок управления подогревателем Прамотроник 4Д24 30.8101.200,3190,
Блок управления подогревателем Прамотроник 4Д12 30.8101.200-12/1,14060,,Блок управления подогревателем Прамотроник 4Д12 30.8101.200-12/1,4030,
Блок управления подогревателем 141.8106 и его модификации 31.3761.000,14061,,Блок управления подогревателем 141.8106 и его модификации 31.3761.000,1620,
Блок управления подогревателем 12В на151.8106.000 и его мод. 311.3761.000,14062,,Блок управления подогревателем 12В на151.8106.000 и его мод. 311.3761.000,1470,
"Блок управления подогревателем ( аналог БУП 1-24АСЛН) 15.8106-05, 3142.3761",14063,,"Блок управления подогревателем ( аналог БУП 1-24АСЛН) 15.8106-05, 3142.3761",3800,
Блок управления планар 4ДМ2-24 н/о сб.2043,14064,,Блок управления планар 4ДМ2-24 н/о сб.2043,2820,
Блок управления планар 4ДМ2-12 н/о сб. 2048,14065,,Блок управления планар 4ДМ2-12 н/о сб. 2048,2820,
Блок управления планар 4Д24 (сб.1263) (сб.819),14066,,Блок управления планар 4Д24 (сб.1263) (сб.819),2700,
Блок управления планар 4Д12 (сб.1270),14067,,Блок управления планар 4Д12 (сб.1270),2700,
Блок управления ПЖД-8-24 в,14068,,Блок управления ПЖД-8-24 в,4030,
Блок управления (14ТС-10-24-GP) сб.2432,14069,,Блок управления (14ТС-10-24-GP) сб.2432,5160,
Блок защиты ПЖД 600,14070,,Блок защиты ПЖД 600,160,
"Бачок топливный, 7 л.",14071,,"Бачок топливный, 7 л.",1960,
"Бачок топливный, 13 л.",14072,,"Бачок топливный, 13 л.",1150,
271.1106010-20 Насос топливный ПЖД8,14073,,271.1106010-20 Насос топливный ПЖД8,2260,
27.1106010-70 Насос топливный 0025,14074,,27.1106010-70 Насос топливный 0025,2260,
27.1106010- 30 Насос топливный 12В,14075,,27.1106010- 30 Насос топливный 12В,2260,
11-3741060 электронагреватель (подогрев топлива),14076,,11-3741060 электронагреватель (подогрев топлива),610,
0025 Блок управления БУ-Б/Д7-24В (ШААЗ),14077,,0025 Блок управления БУ-Б/Д7-24В Бренд: ШААЗ,3980,
0025 Блок управления БУ-Б/Д7-12В (ШААЗ),14078,,0025 Блок управления БУ-Б/Д7-12В Бренд: ШААЗ,3980,
Вал карданный УАЗ Хантер передний 13-226.30.10 5 ступ.КПП,14085,,Вал карданный УАЗ Хантер передний 13-226.30.10 5 ступ.КПП,3390,
"Вал карданный переднего моста 13-226.10.10 (min/max, мм: 593/648) а/м УАЗ-452, -3741, -2206, -3303, -3909, -3962 ""ЕВРО"" с мостами ""Спайсер"" (Автомагнат)",14086,,"Вал карданный переднего моста 13-226.10.10 Длина min/max, мм: 593/648 Применяемость: автомобили УАЗ-452, -3741, -2206, -3303, -3909, -3962 ""ЕВРО"" с мостами ""Спайсер"" Аналоги: 3741-2203010-10, 3741-2203010-99",3570,
Вал карданный ГАЗ 66-2201010-03 задн. (1135+80),14087,,Вал карданный ГАЗ 66-2201010-03 задн. (1135+80),5620,
Вал карданный TW.97135.02.02 (L=2040 мм) а/м Газель БИЗНЕС с двигателем 4216 и Cummins (Автомагнат),14088,,"Вал карданный TW.97135.02.02 Длина, мм: 2040 Применяемость: Газель БИЗНЕС с двигателем 4216 и Cummins",6780,
Вал карданный TW.97135.01.02 удлин. база Газель -бизнес (L=2640),14089,,Вал карданный TW.97135.01.02 удлин. база Газель -бизнес (L=2640),6780,
Вал карданный 64229-2205010-10 среднего моста МАЗ 64229,14090,,Вал карданный 64229-2205010-10 среднего моста МАЗ 64229,14380,
Вал Карданный 64221-2201010,14091,,Вал Карданный 64221-2201010,14640,
Вал карданный 6422-2205010 (Автомагнат),14092,,Вал карданный 6422-2205010,14000,
"Вал карданный 6361ЯХ -2205010 ср.мост, Урал 4320,44202 с 2004г.(1175+85)",14093,,"Вал карданный 6361ЯХ -2205010 ср.мост, Урал 4320,44202 с 2004г.(1175+85)",14380,
"Вал карданный 6361ЯХ -2203010 перед..мост, Урал 4320,44202 с 2004г.(1175+85)",14094,,"Вал карданный 6361ЯХ -2203010 перед..мост, Урал 4320,44202 с 2004г.(1175+85)",11490,
"Вал карданный 6361ЯХ -2201010 зад..мост, Урал 4320,44202 с 2004г.(820+100)",14095,,"Вал карданный 6361ЯХ -2201010 зад..мост, Урал 4320,44202 с 2004г.(820+100)",11490,
Вал карданный 6303-2201010-02 задний,14096,,Вал карданный 6303-2201010-02 задний,14660,
"Вал карданный 55514-2201010-10 В составе карданных передач (задняя часть) МАЗ-555102, 555103, 55514, 555140 (самосвалы 4х2, база 3630) (ФЛАНЕЦ С ТОРЦОВЫМИ ШЛИЦАМИ) L=1362+85",14097,,"Вал карданный 55514-2201010-10 В составе карданных передач (задняя часть) МАЗ-555102, 555103, 55514, 555140 (самосвалы 4х2, база 3630) (ФЛАНЕЦ С ТОРЦОВЫМИ ШЛИЦАМИ) L=1362+85",14380,
"Вал карданный 5551-2201010-10 заднего моста МАЗ-5551(самосвал), 5433(сед. тягач) (торц. шлиц)",14098,,"Вал карданный 5551-2201010-10 заднего моста МАЗ-5551(самосвал), 5433(сед. тягач) (торц. шлиц)",14380,
"Вал карданный заднего моста 5551-2201010-02 а/м МАЗ-5551 и мод. (самосвалы), МАЗ-5433 и модиф. (седельные тягачи) (Автомагнат)",14099,,"Вал карданный заднего моста 5551-2201010-02 Применяемость: автомобили МАЗ до 2000 г.в., седельные тягачи MA3-543205, 54323, 54324, 543240, 54325, 54327, MA3-543242, 5433, 54331, 543302, самосвалы МАЗ-5551, 555102, 55512, 5552, а также в приводе среднего моста шасси MA3-63035",15070,
Вал карданный 5511- 2205011-13 (ср. мост.самосвал),14100,,Вал карданный 5511- 2205011-13 (ср. мост.самосвал),10810,
"Вал карданный 54329-2201006-01 привод заднего моста а/м MA3-54329 (седельный тягач 4x2), MA3-63038 (шасси 6x4)",14101,,"Вал карданный 54329-2201006-01 привод заднего моста а/м MA3-54329 (седельный тягач 4x2), MA3-63038 (шасси 6x4)",30910,
"Вал карданный заднего моста 54325-2201010-10, а/м МАЗ-543205, 54323, 54324, 543240, 54325, 54327, 63035 (Автомагнат)",14102,,"Вал карданный заднего моста 54325-2201010-10, а/м МАЗ-543205, 54323, 54324, 543240, 54325, 54327, 63035 (Автомагнат)",14380,
